Run,Fraction,TechRepMixture,Channel,Condition,Mixture,BioReplicate
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj2,11,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj2,11,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos11_inj3,11,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj1,12,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj2,12,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos12_inj3,12,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj1,2,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj2,2,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos2_inj3,2,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj1,3,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj2,3,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos3_inj3,3,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj1,4,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj2,4,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos4_inj3,4,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj1,5,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj2,5,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos5_inj3,5,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj1,6,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj2,6,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos6_inj3,6,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj1,7,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj2,7,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos7_inj3,7,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj1,8,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj2,8,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos8_inj3,8,3,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj1,9,1,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,127N,AL,single_kit,AL2
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,127C,AL,single_kit,AL3
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,128N,AL,single_kit,AL4
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,128C,AL,single_kit,AL5
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,129N,TRF,single_kit,TRF1
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,129C,TRF,single_kit,TRF2
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,130N,TRF,single_kit,TRF3
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,130C,TRF,single_kit,TRF4
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj2,9,2,131N,TRF,single_kit,TRF5
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj3,9,3,126,AL,single_kit,AL1
2021-02-20_AW_TMT10_TRF_SKM_phos9_inj3,9,3,127N,AL,single_kit,AL2
